,産業,年度,企業数,経常利益率 <-10%,－10%≦ 経常利益率 <-8%,－8%≦ 経常利益率 <-6%,－6%≦ 経常利益率 <-4%,－4%≦ 経常利益率 <-2%,－2%≦ 経常利益率 <0%,0%≦ 経常利益率 ≦2%,2%< 経常利益率 ≦4%,4%< 経常利益率 ≦6%,6%< 経常利益率 ≦8%,8%< 経常利益率 ≦10%,10%< 経常利益率,合計
543,　　531 一般機械器具卸売業,平成14年度,545,-,61,264,1772,2381,6262,70737,19286,10696,2571,709,2532,117271
545,　　532 自動車卸売業,平成10年度,385,520,540,1200,269,3703,7258,44665,12340,4919,2517,220,172,78323
546,　　532 自動車卸売業,平成11年度,387,463,-,119,1516,1794,6084,43754,17775,5969,2136,223,432,80265
547,　　532 自動車卸売業,平成12年度,369,-,-,581,696,2330,4639,36826,22158,6918,2898,147,263,77456
548,　　532 自動車卸売業,平成13年度,382,408,-,55,143,2413,10344,39474,18804,9161,2012,972,211,83997
549,　　532 自動車卸売業,平成14年度,379,163,-,381,244,615,4776,46478,19476,6242,809,817,537,80538
551,　　533 電気機械器具卸売業,平成10年度,787,1818,611,936,2774,5166,29342,92716,109511,11018,6601,519,11786,272798
552,　　533 電気機械器具卸売業,平成11年度,800,1152,332,521,649,3692,19200,106155,110233,14198,6874,1064,14599,278669
553,　　533 電気機械器具卸売業,平成12年度,778,402,-,208,1828,343,12461,91377,95500,44685,8450,6542,14375,276171
554,　　533 電気機械器具卸売業,平成13年度,775,1325,417,3407,4720,2653,70167,122924,35035,22212,15313,3611,4035,285819
555,　　533 電気機械器具卸売業,平成14年度,692,616,275,257,1658,1436,8537,158722,39348,23619,7964,9359,5422,257213
557,　　539 その他の機械器具卸売業,平成10年度,325,1484,76,138,1467,8076,3344,27660,15172,3649,3329,1835,2669,68899
558,　　539 その他の機械器具卸売業,平成11年度,309,282,175,1566,215,524,2581,23802,13546,4821,1987,1580,5231,56310
559,　　539 その他の機械器具卸売業,平成12年度,296,142,-,-,270,481,2407,20136,15927,3992,3874,3633,6655,57517
560,　　539 その他の機械器具卸売業,平成13年度,289,129,364,753,490,843,1817,26153,10558,4912,949,4462,6461,57891
561,　　539 その他の機械器具卸売業,平成14年度,308,265,80,59,333,5303,2718,23783,11921,3610,3787,5320,3793,60972
563,　　541 家具・建具・じゅう器等卸売業,平成10年度,207,204,71,204,550,5686,9253,15302,3141,4992,1767,-,97,41267
564,　　541 家具・建具・じゅう器等卸売業,平成11年度,197,-,58,798,360,730,2603,18910,8331,5174,867,1745,99,39675
565,　　541 家具・建具・じゅう器等卸売業,平成12年度,185,328,-,102,302,1140,2771,17490,5033,8208,736,1351,482,37943
566,　　541 家具・建具・じゅう器等卸売業,平成13年度,164,473,67,251,-,1194,4373,14973,3195,2573,568,1285,225,29177
567,　　541 家具・建具・じゅう器等卸売業,平成14年度,154,-,-,-,826,1630,3962,21614,4606,1474,1833,423,291,36659
569,　　542 医薬品・化粧品等卸売業,平成10年度,282,1230,61,252,75,1177,5068,95259,20605,4803,6919,437,7537,143423
570,　　542 医薬品・化粧品等卸売業,平成11年度,279,1970,166,-,-,1216,8381,97056,14878,4939,3088,3137,7614,142445
571,　　542 医薬品・化粧品等卸売業,平成12年度,269,182,343,339,73,609,26104,84323,10531,4080,3156,838,7662,138240
572,　　542 医薬品・化粧品等卸売業,平成13年度,262,324,-,62,-,993,8414,93271,12507,3339,2201,3819,7450,132380
573,　　542 医薬品・化粧品等卸売業,平成14年度,259,91,58,75,4491,6551,3589,69640,38284,5453,3710,4452,5901,142295
575,　　549 その他の卸売業,平成10年度,869,1041,409,842,701,3107,10359,108351,28653,10786,4253,5135,7686,181323
576,　　549 その他の卸売業,平成11年度,831,436,134,426,883,2473,7146,93528,32036,11792,4833,4991,7455,166133
577,　　549 その他の卸売業,平成12年度,800,556,196,676,369,1304,10720,87923,30010,14418,6431,2873,8982,164458
578,　　549 その他の卸売業,平成13年度,781,388,292,118,1922,3801,9884,92560,31027,11971,8086,4077,6335,170461
579,　　549 その他の卸売業,平成14年度,744,380,317,526,1477,1432,5337,83010,31119,14555,6580,2263,4936,151932
581,　小売業,平成10年度,3680,7716,5166,9645,33433,72742,193825,1024203,323269,160115,38525,17892,43198,1929729
582,　小売業,平成11年度,3587,6283,3222,8800,17207,45520,156462,1037586,422828,113160,51955,28923,73154,1965100
583,　小売業,平成12年度,3511,3947,2880,10251,18889,65192,177721,1033859,434032,146512,50596,29541,59625,2033045
584,　小売業,平成13年度,3634,9857,4297,9592,11250,43408,108968,1041617,520587,141093,115319,39243,76625,2121856
585,　小売業,平成14年度,3491,4729,2282,1540,11855,33175,88973,1022992,637884,169450,90706,45693,74275,2183554
587,　　560 織物・衣服・身の回り品小売業,平成10年度,462,3418,1072,1564,9669,12456,37477,158586,40346,30503,11053,2440,17596,326180
588,　　560 織物・衣服・身の回り品小売業,平成11年度,437,1911,711,2666,7713,8179,25607,163283,36970,20687,18835,7449,24666,318677
589,　　560 織物・衣服・身の回り品小売業,平成12年度,386,1523,1292,3205,4936,17248,21171,115217,56269,33303,11536,6655,34473,306828
590,　　560 織物・衣服・身の回り品小売業,平成13年度,404,4102,891,6220,1225,7350,14419,125083,63150,25122,18504,8957,45827,320850
591,　　560 織物・衣服・身の回り品小売業,平成14年度,379,892,205,203,3656,8024,11525,128803,64208,23521,30178,10645,47060,328920
593,　　570 飲食料品小売業,平成10年度,906,1721,1660,1111,12130,19277,55483,525131,155847,87680,10443,3590,10049,884122
594,　　570 飲食料品小売業,平成11年度,890,1869,1824,1480,2495,9307,47139,532276,226602,27265,13105,1944,22936,888242
595,　　570 飲食料品小売業,平成12年度,899,901,597,4067,7019,30698,85076,552586,204369,38818,19746,2571,5133,951581
596,　　570 飲食料品小売業,平成13年度,940,1528,356,736,5679,15584,34229,571642,253163,50466,49764,1408,7570,992125
597,　　570 飲食料品小売業,平成14年度,892,817,753,562,5087,12992,29507,529626,356196,62967,25512,530,3946,1028495
599,　　580 自動車・自転車小売業,平成10年度,1020,559,1724,1758,6012,27296,61056,139577,36482,5491,1845,-,55,281855
600,　　580 自動車・自転車小売業,平成11年度,991,236,312,523,3736,20013,50943,136860,52037,13113,859,147,1093,279872
601,　　580 自動車・自転車小売業,平成12年度,949,148,56,437,1416,9014,36171,143588,55075,15757,2156,624,-,264442
602,　　580 自動車・自転車小売業,平成13年度,958,75,279,588,2244,9712,27257,141575,58952,14830,2253,718,833,259316
603,　　580 自動車・自転車小売業,平成14年度,913,481,245,54,501,5893,25250,153622,60267,9800,2370,0,508,258991
605,　　591 家具・建具・じゅう器小売業,平成10年度,109,86,-,-,667,2604,4756,18041,8390,5963,1146,3222,240,45115
606,　　591 家具・建具・じゅう器小売業,平成11年度,87,146,-,-,675,657,1381,17048,5651,4670,2524,123,6423,39298
607,　　591 家具・建具・じゅう器小売業,平成12年度,76,88,-,-,1172,1286,4310,14854,6229,4584,70,3551,2554,38698
608,　　591 家具・建具・じゅう器小売業,平成13年度,90,359,378,-,488,300,3395,15345,25043,3671,11081,3269,4587,67916
609,　　591 家具・建具・じゅう器小売業,平成14年度,89,255,-,-,873,154,589,11290,24441,10822,4735,6188,3487,62834
611,　　592 機械器具小売業,平成10年度,164,109,-,2225,761,2411,5893,32006,17288,2577,824,268,190,64552
612,　　592 機械器具小売業,平成11年度,151,71,-,911,1070,1135,6467,28293,26455,3217,1787,743,102,70251
613,　　592 機械器具小売業,平成12年度,164,167,-,763,537,703,7777,36949,28819,3710,1490,66,614,81595
614,　　592 機械器具小売業,平成13年度,178,717,1984,1254,500,931,14497,43220,16622,3989,1251,661,1000,86626
615,　　592 機械器具小売業,平成14年度,170,220,-,-,644,1057,6186,40646,23021,4623,3198,1001,1149,81745
617,　　601 医薬品・化粧品小売業,平成10年度,124,361,-,669,109,763,1561,17703,11785,8817,1393,3440,294,46895
618,　　601 医薬品・化粧品小売業,平成11年度,137,112,-,122,222,305,2423,15041,15614,12314,4094,5663,509,56419
619,　　601 医薬品・化粧品小売業,平成12年度,162,142,68,-,-,117,3061,22793,16564,17166,1784,6787,2420,70902
620,　　601 医薬品・化粧品小売業,平成13年度,171,306,-,167,53,992,3275,17665,29360,12993,6130,7601,3924,82466
621,　　601 医薬品・化粧品小売業,平成14年度,169,146,-,-,195,1842,395,22680,31419,19968,5885,6522,4204,93256
623,　　603 燃料小売業,平成10年度,383,150,159,152,1270,2462,10542,45686,7372,3535,625,511,1794,74258
624,　　603 燃料小売業,平成11年度,379,88,-,-,356,2999,10666,49726,7412,2408,1376,443,1145,76619
625,　　603 燃料小売業,平成12年度,359,-,-,123,135,496,5947,59784,7956,4007,518,354,878,80198
626,　　603 燃料小売業,平成13年度,378,-,-,66,347,993,3712,59649,15787,4020,747,608,1012,86941
627,　　603 燃料小売業,平成14年度,368,-,88,66,166,531,7063,58145,11359,3150,1751,669,1435,84423
629,　　609 その他の小売業,平成10年度,512,1312,551,2166,2815,5473,17057,87473,45759,15549,11196,4421,12980,206752
630,　　609 その他の小売業,平成11年度,515,1850,375,3098,940,2925,11836,95059,52087,29486,9375,12411,16280,235722
631,　　609 その他の小売業,平成12年度,516,978,867,1656,3674,5630,14208,88088,58751,29167,13296,8933,13553,238801
632,　　609 その他の小売業,平成13年度,515,2770,409,561,714,7546,8184,67438,58510,26002,25589,16021,11872,225616
633,　　609 その他の小売業,平成14年度,511,1918,991,655,733,2682,8458,78180,66973,34599,17077,20138,12486,244890
635,　飲食店,平成10年度,425,4699,2068,2447,2854,9878,29947,93754,91174,40657,105505,78671,19890,481544
636,　飲食店,平成11年度,427,2496,605,250,5331,9203,22040,141246,98502,50112,23448,156210,30891,540334
637,　飲食店,平成12年度,421,691,170,453,6036,4024,35707,108533,127920,91593,18268,169695,23034,586124
638,　飲食店,平成13年度,491,3409,2812,950,7482,13394,14075,156423,127494,165666,60155,34156,20027,606043
639,　飲食店,平成14年度,511,14774,1066,910,8554,19454,35821,251429,141135,57144,78070,14694,44066,667117
641,　　701 一般飲食店,平成10年度,406,4405,2068,2447,2785,9613,29885,90759,91174,38406,105505,78514,19890,475451
642,　　701 一般飲食店,平成11年度,414,2226,605,250,5331,8999,21433,139624,97788,47600,23448,156003,30003,533310
643,　　701 一般飲食店,平成12年度,402,691,170,453,6036,3823,34792,107122,127262,90142,17996,168103,22065,578655
644,　　701 一般飲食店,平成13年度,468,3409,2812,950,7482,13394,13307,147001,126405,165485,55797,26646,18975,581663
645,　　701 一般飲食店,平成14年度,474,14692,609,487,2759,10597,35627,243711,137428,53917,75783,14573,43442,633625
647,　　711 その他の飲食店,平成10年度,19,294,-,-,69,265,62,2995,-,2251,-,157,-,6093
648,　　711 その他の飲食店,平成11年度,13,270,-,-,-,204,607,1622,714,2512,-,207,888,7024
649,　　711 その他の飲食店,平成12年度,19,-,-,-,-,201,915,1411,658,1451,272,1592,969,7469
650,　　711 その他の飲食店,平成13年度,23,-,-,-,-,-,768,9422,1089,181,4358,7510,1052,24380
651,　　711 その他の飲食店,平成14年度,37,82,457,423,5795,8857,194,7718,3707,3227,2287,121,624,33492
653,電気・ガス業,平成10年度,14,-,-,-,-,-,196,-,407,15555,12148,849,177,29332
654,電気・ガス業,平成11年度,14,-,-,-,-,-,150,-,15537,11346,1635,106,111,28885
655,電気・ガス業,平成12年度,104,51,-,-,785,67,559,3917,8641,3289,169733,7730,893,195665
656,電気・ガス業,平成13年度,101,-,130,176,-,69,747,2374,6406,6315,161737,10681,2445,191080
657,電気・ガス業,平成14年度,103,211,120,-,169,619,253,3263,4035,48221,117399,2256,1884,178430
659,　　331 電気業,平成12年度,31,-,-,-,-,-,559,1159,3110,305,140368,6525,227,152253
660,　　331 電気業,平成13年度,31,-,-,-,-,-,135,1790,1757,1645,143105,-,233,148665
661,　　331 電気業,平成14年度,30,-,-,-,-,-,179,2910,162,44904,89234,-,222,137611
663,　　341 ガス業,平成10年度,14,-,-,-,-,-,196,-,407,15555,12148,849,177,29332
664,　　341 ガス業,平成11年度,14,-,-,-,-,-,150,-,15537,11346,1635,106,111,28885
665,　　341 ガス業,平成12年度,73,51,-,-,785,67,-,2758,5531,2984,29365,1205,666,43412
666,　　341 ガス業,平成13年度,70,-,130,176,-,69,612,584,4649,4670,18632,10681,2212,42415
667,　　341 ガス業,平成14年度,73,211,120,-,169,619,74,353,3873,3317,28165,2256,1662,40819
669,643 クレジットカード業・割賦金融業,平成12年度,82,3171,-,-,-,-,-,1286,3898,12498,3867,2216,27033,53969
670,643 クレジットカード業・割賦金融業,平成13年度,79,1002,-,-,-,-,-,724,6715,11065,3540,16582,11061,50689
671,643 クレジットカード業・割賦金融業,平成14年度,75,1493,715,-,-,-,254,5088,1565,8660,7396,11816,13232,50219
673,情報サービス・情報制作業,平成10年度,326,354,239,1874,206,2424,4958,31416,37312,14000,15631,4737,15700,128851
674,情報サービス・情報制作業,平成11年度,342,846,294,244,366,3640,3342,29818,15413,38460,19831,3980,18534,134768
675,情報サービス・情報制作業,平成12年度,1555,1839,1600,974,3570,7344,10327,96518,96348,95498,73001,54198,86045,527262
676,情報サービス・情報制作業,平成13年度,1692,3956,1778,2135,3898,8383,9104,96719,128372,104937,74990,44298,87260,565830
677,情報サービス・情報制作業,平成14年度,1743,5147,2552,3688,3820,7826,14002,111031,132879,124333,62426,48924,91423,608051
679,　　情報サービス業,平成10年度,106,115,-,-,-,329,1672,5841,17654,2383,8052,1508,2372,39926
680,　　情報サービス業,平成11年度,110,223,-,99,66,769,92,7351,5208,15829,5461,1228,3965,40291
681,　　情報サービス業,平成12年度,1263,1421,1539,499,3455,4967,7887,73196,85877,76559,59659,43138,69398,427595
682,　　情報サービス業,平成13年度,1398,3044,1321,2135,2317,5122,7129,76394,113963,79044,68996,36373,75927,471765
683,　　情報サービス業,平成14年度,1451,4452,2072,2787,2743,6477,11702,89102,110090,104509,55715,41730,81812,513191
685,　　　391 ソフトウェア業,平成10年度,78,115,-,-,-,329,1263,3337,12359,2383,4856,1300,1366,27308
686,　　　391 ソフトウェア業,平成11年度,85,223,-,99,66,769,92,5004,3630,6145,2222,1228,2711,22189
687,　　　391 ソフトウェア業,平成12年度,925,1320,1539,171,3064,4484,3694,48830,66783,56104,42892,34813,38360,302054
688,　　　391 ソフトウェア業,平成13年度,1058,2227,1173,1709,1860,2908,4396,59500,83356,60480,46790,28081,54918,347398
689,　　　391 ソフトウェア業,平成14年度,1081,3360,1816,1370,2030,4413,9417,58974,82603,77114,36715,31997,59011,368820
691,　　　392 情報処理・提供サービス業,平成10年度,28,-,-,-,-,-,409,2504,5295,-,3196,208,1006,12618
692,　　　392 情報処理・提供サービス業,平成11年度,25,-,-,-,-,-,-,2347,1578,9684,3239,-,1254,18102
693,　　　392 情報処理・提供サービス業,平成12年度,338,101,-,328,391,483,4193,24366,19094,20455,16767,8325,31038,125541
694,　　　392 情報処理・提供サービス業,平成13年度,340,817,148,426,457,2214,2733,16894,30607,18564,22206,8292,21009,124367
695,　　　392 情報処理・提供サービス業,平成14年度,370,1092,256,1417,713,2064,2285,30128,27487,27395,19000,9733,22801,144371
697,　　410 情報制作業,平成10年度,220,239,239,1874,206,2095,3286,25575,19658,11617,7579,3229,13328,88925
698,　　410 情報制作業,平成11年度,232,623,294,145,300,2871,3250,22467,10205,22631,14370,2752,14569,94477
699,　　410 情報制作業,平成12年度,292,418,61,475,115,2377,2440,23322,10471,18939,13342,11060,16647,99667
700,　　410 情報制作業,平成13年度,294,912,457,-,1581,3261,1975,20325,14409,25893,5994,7925,11333,94065
701,　　410 情報制作業,平成14年度,292,695,480,901,1077,1349,2300,21929,22789,19824,6711,7194,9611,94860
703,　　　411 映画・ビデオ制作業,平成12年度,63,56,-,-,-,-,121,1681,1635,2200,740,981,2711,10125
704,　　　411 映画・ビデオ制作業,平成13年度,71,60,-,-,-,-,227,1441,2578,2398,546,1049,2994,11293
705,　　　411 映画・ビデオ制作業,平成14年度,80,118,-,-,-,330,81,3325,2411,2451,1286,1309,2050,13361
707,　　　413 新聞業,平成10年度,101,172,239,169,-,785,1823,19780,15675,7978,1926,1060,2514,52121
708,　　　413 新聞業,平成11年度,99,345,226,-,-,1009,1942,17243,6212,14492,9067,1860,1846,54242
709,　　　413 新聞業,平成12年度,95,108,-,75,-,69,747,14256,2783,12485,11394,8172,3021,53110
710,　　　413 新聞業,平成13年度,90,303,-,-,571,819,292,12838,7274,17530,2972,4468,1796,48863
711,　　　413 新聞業,平成14年度,85,398,-,528,970,355,868,12436,13458,10685,1902,4403,1472,47475
713,　　　414 出版業,平成10年度,119,67,-,1705,206,1310,1463,5795,3983,3639,5653,2169,10814,36804
714,　　　414 出版業,平成11年度,133,278,68,145,300,1862,1308,5224,3993,8139,5303,892,12723,40235
715,　　　414 出版業,平成12年度,134,254,61,400,115,2308,1572,7385,6053,4254,1208,1907,10915,36432
716,　　　414 出版業,平成13年度,133,549,457,-,1010,2442,1456,6046,4557,5965,2476,2408,6543,33909
717,　　　414 出版業,平成14年度,127,179,480,373,107,664,1351,6168,6920,6688,3523,1482,6089,34024
719,774 個人教授所,平成12年度,53,-,61,59,95,567,1170,7924,6909,1392,2886,1017,1402,23482
720,774 個人教授所,平成13年度,55,570,-,-,1453,200,715,4626,2531,3889,5243,1353,1416,21996
721,774 個人教授所,平成14年度,41,-,-,-,-,-,2692,5773,4784,978,4166,1186,2240,21819
723,サービス業,平成10年度,393,343,77,53,3153,3893,5256,73096,38309,23526,9740,11122,19281,187849
724,サービス業,平成11年度,427,374,4833,842,1702,1810,4342,57341,60792,19505,29270,9895,17374,208080
725,サービス業,平成12年度,1600,23533,3547,3441,3349,7753,14088,132639,101474,49792,65342,20466,60067,485491
726,サービス業,平成13年度,1747,19196,4947,3839,6719,9143,25782,145894,126943,65594,22908,33395,65158,529518
727,サービス業,平成14年度,1740,18038,3023,3283,7836,7952,26226,156107,113671,55021,70099,30637,68252,560145
729,　サービス業(その他のサービス業を除く),平成10年度,155,199,-,53,2615,732,1960,36787,8532,7556,2761,600,2286,64081
730,　サービス業(その他のサービス業を除く),平成11年度,163,117,4545,-,721,71,1381,26999,13465,4779,7534,2129,2555,64296
731,　サービス業(その他のサービス業を除く),平成12年度,1226,21492,2526,3014,3195,6940,11489,89183,61681,28736,18447,14078,27568,288349
732,　サービス業(その他のサービス業を除く),平成13年度,1269,17325,4145,2762,6630,8060,22761,90521,63055,42345,16069,21366,17430,312469
733,　サービス業(その他のサービス業を除く),平成14年度,1216,17158,2909,2997,5188,6758,22429,94031,62395,31548,32978,15828,17208,311427
735,　　809 エンジニアリング業,平成10年度,26,-,-,-,2356,-,442,18741,359,231,359,-,55,22543
736,　　809 エンジニアリング業,平成11年度,18,-,-,-,543,-,303,12923,5758,318,-,-,-,19845
737,　　809 エンジニアリング業,平成12年度,52,1364,-,-,279,373,1747,12439,6829,1523,1135,294,2020,28003
738,　　809 エンジニアリング業,平成13年度,56,372,-,-,1111,236,2186,11705,5229,3776,1286,2082,1128,29111
739,　　809 エンジニアリング業,平成14年度,88,60,-,-,-,563,10822,15561,6678,3107,1677,951,1577,40996
741,　　836 冠婚葬祭業（互助会を除く）,平成12年度,52,137,-,-,59,147,124,4774,1849,266,2897,2333,3645,16231
742,　　836 冠婚葬祭業（互助会を除く）,平成13年度,85,428,258,-,852,926,106,5777,3501,2408,1918,1477,4945,22596
743,　　836 冠婚葬祭業（互助会を除く）,平成14年度,80,578,194,-,-,898,2184,4507,1041,2759,2486,768,4448,19863
745,　　839 写真現像・焼付業,平成12年度,24,74,-,-,168,419,-,2027,575,5936,955,-,106,10260
746,　　839 写真現像・焼付業,平成13年度,29,-,120,-,290,425,941,5032,2442,2779,-,-,103,12132
747,　　839 写真現像・焼付業,平成14年度,24,-,118,275,-,456,150,4044,4125,868,-,174,96,10306
749,　　843 ゴルフ場,平成12年度,532,15585,2526,2891,2301,3931,4995,10559,7889,2687,1507,822,6013,61706
750,　　843 ゴルフ場,平成13年度,487,12571,2986,2355,2905,4819,4325,9195,5452,2459,1804,1181,4774,54826
751,　　843 ゴルフ場,平成14年度,426,8795,2453,2593,2981,2647,5053,7180,4496,2632,1860,1010,2470,44170
753,　　845 遊園地・テーマパーク,平成12年度,25,3876,-,123,86,123,66,383,864,400,432,2437,-,8790
754,　　845 遊園地・テーマパーク,平成13年度,27,1756,261,-,731,462,354,1430,867,543,354,2456,-,9214
755,　　845 遊園地・テーマパーク,平成14年度,26,6265,144,55,219,863,561,1333,367,162,98,2920,-,12987
757,　　871 機械修理業,平成10年度,61,87,-,53,-,511,976,4677,3051,3509,940,298,1120,15222
758,　　871 機械修理業,平成11年度,75,117,-,-,178,71,1016,10932,2188,2044,4665,436,825,22472
759,　　871 機械修理業,平成12年度,192,248,-,-,237,623,2608,27914,21177,6799,4461,6093,12558,82718
760,　　871 機械修理業,平成13年度,237,1379,379,172,404,652,11870,27880,19229,14664,4140,9416,2873,93058
761,　　871 機械修理業,平成14年度,227,573,-,-,1673,962,1513,29502,21060,7896,18349,3322,6229,91079
763,　　891 広告代理業,平成10年度,8,112,-,-,-,89,101,257,77,78,1316,-,-,2030
764,　　891 広告代理業,平成11年度,7,-,-,-,-,-,-,428,263,-,212,154,-,1057
765,　　891 広告代理業,平成12年度,148,-,-,-,-,-,794,15959,12025,2821,992,1112,698,34401
766,　　891 広告代理業,平成13年度,148,319,-,85,121,-,1932,17089,12371,1513,1747,749,593,36519
767,　　891 広告代理業,平成14年度,142,150,-,-,100,265,1638,19175,12775,1288,1352,293,680,37716
769,　　物品賃貸業（レンタル業を除く）,平成10年度,60,-,-,-,259,132,441,13112,5045,3738,146,302,1111,24286
770,　　物品賃貸業（レンタル業を除く）,平成11年度,63,-,4545,-,-,-,62,2716,5256,2417,2657,1539,1730,20922
771,　　物品賃貸業（レンタル業を除く）,平成12年度,201,208,-,-,65,1324,1155,15128,10473,8304,6068,987,2528,46240
772,　　物品賃貸業（レンタル業を除く）,平成13年度,200,500,141,150,216,540,1047,12413,13964,14203,4820,4005,3014,55013
773,　　物品賃貸業（レンタル業を除く）,平成14年度,203,737,-,74,215,104,508,12729,11853,12836,7156,6390,1708,54310
775,　　　882 産業用機械器具賃貸業,平成10年度,60,-,-,-,259,132,441,13112,5045,3738,146,302,1111,24286
776,　　　882 産業用機械器具賃貸業,平成11年度,63,-,4545,-,-,-,62,2716,5256,2417,2657,1539,1730,20922
777,　　　882 産業用機械器具賃貸業,平成12年度,87,81,-,-,65,186,322,4725,2352,3878,2079,827,538,15053
778,　　　882 産業用機械器具賃貸業,平成13年度,86,500,-,150,107,217,974,5953,3932,2487,61,3262,900,18543
779,　　　882 産業用機械器具賃貸業,平成14年度,81,737,-,74,215,-,508,5670,3164,1480,2826,3596,1354,19624
781,　　　883 事務用機械器具賃貸業,平成12年度,38,-,-,-,-,1002,50,6074,2999,3082,133,93,1144,14577
782,　　　883 事務用機械器具賃貸業,平成13年度,38,-,141,-,-,106,-,2185,6219,4920,467,-,1058,15096
783,　　　883 事務用機械器具賃貸業,平成14年度,41,-,-,-,-,-,-,2165,4404,7236,340,567,100,14812
785,　　　884 自動車賃貸業,平成12年度,50,-,-,-,-,-,527,2835,4643,1044,3152,-,56,12257
786,　　　884 自動車賃貸業,平成13年度,50,-,-,-,-,86,73,3491,3261,1725,3668,682,-,12986
787,　　　884 自動車賃貸業,平成14年度,49,-,-,-,-,-,-,3734,3534,866,3762,1130,-,13026
789,　　　885 スポーツ・娯楽用品賃貸業,平成12年度,1,X,X,X,X,X,X,X,X,X,X,X,X,X
791,　　　888 その他の物品賃貸業,平成12年度,25,X,X,X,X,X,X,X,X,X,X,X,X,X
792,　　　888 その他の物品賃貸業,平成13年度,26,-,-,-,109,131,-,784,552,5071,624,61,1056,8388
793,　　　888 その他の物品賃貸業,平成14年度,32,-,-,-,-,104,-,1160,751,3254,228,1097,254,6848
795,　サービス業(その他のサービス業),平成10年度,238,144,77,-,538,3161,3296,36309,29777,15970,6979,10522,16995,123768
796,　サービス業(その他のサービス業),平成11年度,264,257,288,842,981,1739,2961,30342,47327,14726,21736,7766,14819,143784
797,　サービス業(その他のサービス業),平成12年度,374,2041,1021,427,154,813,2599,43456,39793,21056,46895,6388,32499,197142
798,　サービス業(その他のサービス業),平成13年度,478,1871,802,1077,89,1083,3021,55373,63888,23249,6839,12029,47728,217049
799,　サービス業(その他のサービス業),平成14年度,524,880,114,286,2648,1194,3797,62076,51276,23473,37121,14809,51044,248718
801,その他の産業,平成10年度,606,2334,426,2177,1867,3331,6519,67554,35218,35374,18913,2295,16567,192575
802,その他の産業,平成11年度,550,857,2088,1187,1518,2840,6510,53212,33984,42090,16435,8779,12672,182172
803,その他の産業,平成12年度,586,2112,2874,240,1104,2061,8845,55338,61709,30400,32901,6608,14196,218388
804,その他の産業,平成13年度,796,3851,895,728,1327,5569,12096,90935,52513,29935,19660,17101,16902,251512
805,その他の産業,平成14年度,825,1454,178,3552,1346,3459,18419,79799,63167,36566,19757,14979,28426,271102
